,id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
473868,0yJslIxVXdguIiysohkj41,Chica del Baile,23,248529,0,['Karioma'],['0AN89TWH9E10ptfVzEa6yV'],1998-05-01,0.7659999999999999,0.541,11,-11.162,0,0.0647,0.462,0.000221,0.094,0.83,98.37799999999999,4
430860,43oGb98IEP9KA6NwyukLeE,Mate O Véio Mate,22,234806,0,['Genival Lacerda'],['7rvXVHYf5HbDKWokAc0HrV'],1984-01-02,0.687,0.865,11,-8.511000000000001,0,0.124,0.6459999999999999,0.0,0.639,0.9059999999999999,95.93299999999999,4
191583,7KsVaYpGMbLjGcr158iJ9N,The Captain and Me,31,288000,0,['The Doobie Brothers'],['39T6qqI0jDtSWWioX8eGJz'],1973,0.41700000000000004,0.723,7,-13.215,1,0.0395,0.174,0.000152,0.27699999999999997,0.833,106.56299999999999,4
92465,1JdF37SSjs7FZhV1SGuOVx,Hologram (Mixed),16,54880,0,"['Allen Watts', 'Steve Dekay']","['04FzGJxkYQ7zIRoCLQzLqR', '7lF2WmukgrCZa5pxW6q1IE']",2019-12-13,0.424,0.9740000000000001,7,-11.663,1,0.368,0.000252,0.9420000000000001,0.35100000000000003,0.22,139.947,3
475554,0INfS0VDSgKQS3jCDdTMOX,"Tú, La Más Bella",45,169000,0,['Leo Mattioli'],['2Mu8h5sFkOziL0Rfn7FXIA'],2016-08-05,0.431,0.74,7,-5.642,0,0.125,0.598,0.0225,0.733,0.767,180.387,4
63681,07M76e7IXxYdnC1BBiJxEX,All The Man That I Need,55,251427,0,['Whitney Houston'],['6XpaIBNiVzIetEPCWDvAFP'],1990-11-04,0.496,0.5710000000000001,5,-9.958,0,0.0335,0.43,0.0,0.0332,0.25,150.944,4
575055,4I8Rhh3V8zYl6f4uNnYyk3,Hiding Inside Myself,34,222747,0,['Gail Blanco'],['3GCjJuW39MAe4vieRj9ZyB'],2011,0.379,0.319,3,-10.787,1,0.0312,0.614,3.64e-05,0.0813,0.14800000000000002,117.52,4
99543,4vvxwgATJnBMHYaW32Qr73,Afro Texas,13,212320,0,['Letta Mbulu'],['7iwwcDXXToUdUoDYP70EA0'],1973-01-01,0.715,0.79,10,-6.141,0,0.047,0.643,0.00183,0.11,0.8590000000000001,117.736,4
102526,0QVqNd4MGBEwKurzOl42re,Night Birds,26,385280,0,['Shakatak'],['5FFtX4eFjh2vZQEl31d2XJ'],1982-05,0.69,0.5760000000000001,0,-13.907,0,0.0305,0.618,0.0128,0.11699999999999999,0.847,117.14299999999999,4
346389,5hijfO71dmiQXCSRRMuJ3j,Quédate Esta Noche,21,172096,0,['Trigo Limpio'],['2D5GkhykibubYsgi1CpVAO'],1980-06-04,0.8270000000000001,0.6779999999999999,4,-10.635,0,0.102,0.539,0.0,0.634,0.701,127.428,4
580844,6PCLgQWGhnu2dw2zjGAUnT,That's My Boat,33,73693,0,['Alan Silvestri'],['0Xk15jHKly4c3AhPr5vjoA'],1994-08-02,0.129,0.0791,7,-22.456999999999997,1,0.0369,0.873,0.47600000000000003,0.159,0.106,58.597,4
505286,48rLVojt4BUUyABzsy32gX,Samba de uma Nota Só,7,116200,0,['Leny Andrade'],['0cWAA0nMjRXh8o61j3hUgm'],1961-08-22,0.603,0.5479999999999999,7,-6.49,1,0.055999999999999994,0.7559999999999999,0.0,0.0857,0.6859999999999999,99.06200000000001,4
350379,7CoHANaS84alYrwYzhaFUc,¿A Donde Vas?,44,199200,1,['El Último Ke Zierre'],['0sT70rawlW3M0BbnKdxdJC'],2007-04-16,0.428,0.934,11,-4.1739999999999995,0,0.10099999999999999,0.00224,0.0,0.29,0.46799999999999997,184.963,4
145986,29mSkG4MoqwnJYmv11pRT0,Der Spieler,34,326907,0,['Achim Reichel'],['48tAT9Z7hzxyk70wVtTcmt'],1981-01-01,0.701,0.767,5,-5.939,0,0.0382,0.107,0.000379,0.105,0.696,122.74,4
464147,6CI3CqoBlOwtNK6zkcsAva,"La vie du binks (feat. Hornet La Frappe, Leto, Sadek, Soprano)",63,321653,1,"['DA Uzi', 'Ninho', 'SCH', 'Hornet La Frappe', 'Leto', 'Sadek', 'Soprano']","['3xEJ7cDz5rdg6VM8E6Mqhf', '6Te49r3A6f5BiIgBRxH7FH', '2kXKa3aAFngGz2P4GjG5w2', '1kwzW1IszUiq4Gs9BFesvW', '6HCBnyTBSLdb3TFn2ayulY', '63MCBZRiUdnqRsAOJwijiB', '2RJBv9wXbW6m539q9NOfW1']",2021-01-01,0.794,0.845,9,-4.646,1,0.265,0.22699999999999998,0.0,0.843,0.627,138.325,4
78029,5yLEzgCQVhfxji8Olby5XB,Tangled Glimpses New Year's Day 2004,0,346293,0,['Tom Beckman'],['2MtfzzFJEALDz0BWlcImhR'],2007-07-06,0.674,0.321,10,-12.637,1,0.0421,0.885,0.127,0.32,0.619,90.93799999999999,4
29482,73MQfeSGkLCiIhYnqamsU8,But Beautiful,9,187267,0,['Margaret Whiting'],['5ZGDxHhju6eE8ja4IyGe87'],1955-01-01,0.315,0.0811,0,-17.864,1,0.0384,0.932,0.000312,0.32799999999999996,0.223,73.829,4
142548,4W8yiL6zWVO9niV12r0eRE,Milonga del Fusilado,26,226467,0,['Los Olimareños'],['42m8eNKUwiMldH3GFcKMNi'],1972-07-01,0.59,0.332,4,-9.955,0,0.0349,0.8220000000000001,2.2800000000000002e-05,0.095,0.381,129.944,4
21611,6XIfyy4OZqw0COBEkdxFWS,Pillow Talk,20,129773,0,['Doris Day'],['3ESG6pj6a0LvUKklENalT6'],1948,0.634,0.326,0,-12.915,1,0.0726,0.643,0.0,0.0763,0.8240000000000001,99.936,4
87701,16siCc32lyiSNA75RxSl0B,Lovers Lane,6,426840,0,['Michael Stanley'],['4qfbdFybzxyD0IWkQel5oC'],2016-04-01,0.462,0.909,7,-6.4479999999999995,1,0.0295,0.0118,0.0301,0.213,0.679,166.03,4
228984,0frxDoniI1hv0nT55LBvRp,לילה,21,256040,0,['Shalom Hanoch'],['1Eks6sKVw6yepoeTbWv0YD'],2005-05-01,0.435,0.27899999999999997,7,-11.963,1,0.0389,0.877,0.0,0.132,0.257,88.029,4
519008,1rF1y4m37WiBWVCEpum7da,Zindagi Ka Safar,37,239533,0,['Kishore Kumar'],['0GF4shudTAFv8ak9eWdd4Y'],1970-01-01,0.369,0.40299999999999997,7,-9.475,0,0.03,0.924,0.000982,0.233,0.35100000000000003,106.66,4
493359,0Aa9iTPkNBAjO1No1nwEs9,"Wer die Nachtigall stört ..., Kapitel 142",5,249061,0,"['Harper Lee', 'Eva Mattes']","['3LckzrzeHnvOuErUOFlgyv', '5166OklcxPm89PCzelD8hy']",1960,0.713,0.193,6,-21.616999999999997,1,0.96,0.24600000000000002,0.0,0.282,0.252,111.861,3
528821,668ZUFIUNRyIqOORiCfFY3,Kan Irandil,45,271000,0,['Naresh Iyer'],['7FaGCZiP3s6X7jQTB8EhfI'],2010-10-05,0.595,0.607,0,-7.291,1,0.0676,0.5870000000000001,6.34e-06,0.313,0.478,157.417,3
433987,2IcsM3hXMRpN6ZGEvwdqxU,Primeiros Erros (Chove) (feat. Kiko Zambianchi) - Ao Vivo,64,244267,0,"['Capital Inicial', 'Kiko Zambianchi']","['4Z0yuwHVJBROVZqFpTIr0d', '3tWVgYrn2htmCQesDIlByw']",2000,0.544,0.67,2,-7.694,1,0.0283,0.142,7.65e-06,0.742,0.24,119.946,4
566036,2td07LRb3rz5QM5xs5o4vk,Czy powie mi pan dzień dobry,12,210507,0,"['Ewa Bem', 'Swing Session']","['6E6qou5XcK7fjR7Ikvq0AP', '5P7hGLGBTDwRFiZODfgle8']",1981,0.395,0.306,2,-10.507,0,0.0315,0.69,0.0,0.174,0.266,109.21,4
260898,2T1YfDIQ52iFV7FWbP3DEC,Moderní Devce,40,146267,0,['Kabát'],['2f1Czzz5n4BX80U6cksGr9'],1993-04-26,0.7020000000000001,0.3,0,-15.37,1,0.0562,0.14,0.0,0.0641,0.941,147.942,4
190625,3uoRVqCPOE83GHX02lyOTl,A un Olmo Seco,30,169333,0,['Joan Manuel Serrat'],['1t7t8q4zoYHp22JLIx3FM7'],1969,0.44,0.192,0,-10.640999999999998,0,0.0309,0.919,1.83e-06,0.215,0.332,96.15100000000001,3
121112,3AjxOdecZ2eKDL0aOtcYsJ,Cambio de Piel,61,279360,0,['Marc Anthony'],['4wLXwxDeWQ8mtUIRPxGiD6'],2013-07-23,0.425,0.8740000000000001,0,-3.097,1,0.0409,0.596,4.18e-06,0.115,0.8140000000000001,164.127,4
431679,1fgXabLYo7MiwLmnrNTk5B,Coisinha do Pai,28,173800,0,['Beth Carvalho'],['56TkPi7rpmU8jTpkcK7FY3'],1990-03-01,0.536,0.518,0,-14.612,0,0.171,0.43200000000000005,0.0,0.11900000000000001,0.763,136.079,4
470195,3FnsKGlJY29ScfuTdZYjJI,Bootyman,45,228173,0,['Craig David'],['2JyWXPbkqI5ZJa3gwqVa0c'],2000-08-14,0.613,0.8059999999999999,7,-8.359,1,0.035,0.22,9.87e-06,0.19699999999999998,0.7829999999999999,93.01299999999999,4
381629,0VGJt0JmgzBM1qh4PbLJE8,La même,56,199040,0,"['GIMS', 'Vianney']","['0GOx72r5AAEKRGQFn3xqXK', '4Nrd0CtP8txoQhnnlRA6V6']",2018-03-23,0.682,0.763,7,-5.742999999999999,0,0.0888,0.22,0.0,0.132,0.409,122.035,4
394995,3Vryj3I0Yf4CsrPiOjyLm2,Ti Sento - 1996 Digital Remaster,22,255107,0,['Matia Bazar'],['449mAbddAC2PAgNM3TLyc5'],1996-01-01,0.563,0.8079999999999999,10,-5.54,1,0.028999999999999998,0.14,0.000273,0.068,0.312,119.697,4
391736,2UwPdbnJt4h5fL0EAgWcJd,Tu Parlavi Una Lingua Meravigliosa,15,231480,0,['Lucio Dalla'],['25MkkfEousyfp2eyh38FUl'],1975,0.315,0.209,0,-12.712,1,0.0368,0.54,1.1e-06,0.249,0.11900000000000001,83.291,5
536365,70jgyyYA8S4PEV5U0VCvZP,Fighter (feat. Dollar Prync),45,204855,1,"['Smack', 'Dollar Prync']","['7pbijUBmXdie5ChABSM4F7', '3qoxj1cR3W3crV51Wg38Ux']",2020-04-07,0.89,0.503,1,-6.888999999999999,1,0.354,0.36200000000000004,0.0,0.445,0.608,143.04399999999998,4
315274,6VoX2CzTlkbPSyC4ihpwUV,Óður til hreystinnar,1,154598,0,['Þrjú á palli'],['2TddX5FDRRqOXn5RuEyCq2'],1971-01-01,0.718,0.26899999999999996,2,-13.654000000000002,1,0.0386,0.507,0.0,0.19,0.759,94.61200000000001,4
477396,5bHzB3Z0RwskcP2bWMSBuh,Teenagers From Mars,43,170707,0,['Misfits'],['1cXi8ALPQCBHZbf0EgP4Ey'],1997-01-01,0.34700000000000003,0.945,4,-9.165,1,0.0469,0.27399999999999997,0.648,0.168,0.462,164.606,4
545535,2Vw468rZQCXsgP7RJ8lL28,Ma Näen Seda Mäge,20,262893,0,['Jäääär'],['2c371aqWgwry8FtWC0Nypc'],2014-08-01,0.522,0.22,9,-14.700999999999999,1,0.0293,0.9420000000000001,0.0047,0.10400000000000001,0.175,77.418,4
555566,1eeLvr5hYtgD1tqQkjlAN2,Free Will,27,286567,0,['Ruppina'],['3fISRzJmOrPlXYL6CIPeHM'],2003-01-16,0.627,0.872,1,-4.6419999999999995,1,0.0276,0.0119,1.99e-05,0.0577,0.5379999999999999,128.954,4
184317,5LRElWSn8vCV7FM1ho0QH6,Good Luv,30,288293,0,['Jodeci'],['1eNkUXHPaXyuyC8NAgzykK'],1995-01-01,0.667,0.38799999999999996,4,-10.847000000000001,0,0.0347,0.805,0.0,0.237,0.71,94.18299999999999,4
398492,2KAdlibMw9xWLIIHt1dzsd,Gli Immortali,49,231307,0,['Jovanotti'],['7tmMPdOmFvdRvbj2aWoiRi'],2015-02-24,0.324,0.8109999999999999,7,-3.8080000000000003,1,0.049,0.0805,0.0,0.10800000000000001,0.36700000000000005,178.11,4
291730,6t5JVIK5NLb12nqnB49Ayn,Que Se Chama Amor,43,242107,0,['Só Pra Contrariar'],['2B8HcBRTizIsSPryM46Sb1'],1999-07-31,0.643,0.73,7,-6.999,1,0.0388,0.452,0.0,0.151,0.64,136.084,4
108272,2gXI6TBLhmCNy09NioMHdI,Nas Is Coming,45,341000,1,['Nas'],['20qISvAhX20dpIbOOzGK3q'],1996-07-02,0.6629999999999999,0.684,1,-6.42,1,0.146,0.166,0.0,0.36700000000000005,0.601,90.947,4
454085,16rCpy1xMKfKEqjeppB9um,Et les oiseaux chantaient,43,169352,0,['Alain Morisod'],['134CbjubfA0aUwJ41Wjekd'],2001-08-07,0.33799999999999997,0.316,9,-13.75,1,0.033,0.5920000000000001,0.0666,0.0808,0.233,85.96700000000001,3
265715,6QP8Ro1z7AxkYb3uc2dE0u,"Concerto No. 1 in A Minor, BWV 1041: Allegro",3,225933,0,"['Johann Sebastian Bach', 'Jascha Heifetz', 'Alfred Wallenstein']","['5aIqB5nVVvmFsvSdExz408', '7yaBUcdjmqPP2vIv6F5bFD', '3mNpTUpYRVvaWaHVpFgSnU']",1954,0.5579999999999999,0.273,9,-14.777000000000001,0,0.0557,0.924,0.00175,0.0653,0.672,95.73899999999999,4
247465,0LIUic0AsTuFi1NUraTNXr,Hombrada,1,127018,0,['Rufino Mario García'],['7y1AWXucVbLYRx4w18ZswN'],1966-10-21,0.6579999999999999,0.281,7,-20.046,0,0.5820000000000001,0.9570000000000001,0.0,0.0985,0.59,138.078,3
525054,6NYioLlO0O0PlFvI7M1TqZ,Maagha Maasam,21,284709,0,['Sunitha'],['74S8YRi4XQ5yf9ToSzuY80'],1997-12-31,0.778,0.76,11,-7.621,0,0.066,0.54,0.000251,0.556,0.7959999999999999,95.89299999999999,4
500566,28REkuAtOPTvZpf9dQQnLf,Kein Problem - Pop Mix,50,218160,0,['Roland Kaiser'],['1uphmI1bErhHslREq9QusL'],2016-06-10,0.64,0.7859999999999999,7,-6.61,1,0.0325,0.00379,7.759999999999999e-05,0.095,0.675,122.01799999999999,4
119984,58JTecMx60zODpZ134FC79,Empty Sky,32,509627,0,['Elton John'],['3PhoLpVuITZKcymswpck5b'],1969-06-06,0.588,0.723,9,-9.535,1,0.0362,0.29,0.634,0.0914,0.738,130.503,4
456685,6UQHkfXGNAGeDzWJox5LDY,Best Part Of Me,52,229397,0,"['Tabitha', 'Milow']","['7iBY1RLWDV5zX9NDNQxurm', '6mo0UbyIvIePdXNyLwQlk5']",2020-10-29,0.43799999999999994,0.38299999999999995,1,-6.06,1,0.031,0.604,0.0,0.368,0.366,85.3,4
408860,4vAd6GjCn00Oq9L6wwWyo1,下班,23,266933,0,['銀霞'],['2c65EQ78BpG5niGe1Au5tx'],1986-01-01,0.583,0.6940000000000001,10,-7.5360000000000005,1,0.0363,0.434,0.0,0.0836,0.8009999999999999,165.997,4
534250,3dXZGJEDI3sLLMdA1NySXH,Ještě není čas,17,165000,0,['Znouzectnost'],['1loYy7D5AWnOSZZxSvLP5n'],1996-09-01,0.363,0.8859999999999999,2,-4.24,1,0.0329,0.0425,6.34e-06,0.348,0.408,150.806,4
136209,0fJfpu0OE3yghnMFFajmN4,I Can't Get Started,0,194216,0,['Cootie Williams'],['4zef2ByBl6wZGFPvYWve6o'],1944,0.326,0.5670000000000001,0,-0.153,1,0.0343,0.946,0.9259999999999999,0.106,0.467,68.221,4
29410,4sktVVsSNIGM0NEj5DBNRo,Rustic Hop,8,225173,0,['Stan Getz'],['0FMucZsEnCxs5pqBjHjIc8'],1955-01-01,0.449,0.40399999999999997,7,-12.433,1,0.0366,0.871,0.00598,0.0918,0.767,121.98,4
248171,7yxKFCa9Bcw0kOTM44dprw,El Hombre Feliz,5,214013,0,['Totem Uruguay'],['3gSMcoFtI4aMgYDYNK2DHY'],1973-06-09,0.424,0.6940000000000001,2,-11.342,1,0.0429,0.172,0.00461,0.22,0.741,139.596,4
482242,2PwNO32fyef0yc17GX7ehU,Apres le Deluge,0,215587,0,['Arthur Rimbaud'],['4vx0JjaytbaSQXvUDhxf2y'],1954-01-01,0.49,0.342,0,-10.505999999999998,1,0.245,0.981,0.0016,0.256,0.486,85.509,4
439730,6CwXpxzLtVRkacanfkSQ1M,"The Parting Glass (with Tommy Makem) - Live at Carnegie Hall, New York, NY - November 1962",8,150507,0,"['The Clancy Brothers', 'Tommy Makem']","['4qWTqOdDnH56Qak9UjmpKz', '3oehGAh6rLM6LFdzM7E7zM']",1962-03-06,0.335,0.21600000000000003,10,-20.297,0,0.0987,0.941,1.42e-05,0.6829999999999999,0.48,77.702,4
512458,6Z3xFeBorAEhZibdOIdkQu,Chori Chori Kitne Din Aur,0,198737,0,"['Bharati Bose', 'Jnan Prakash Ghosh']","['3QpGcV1IXJlZ5YhwzG9ECh', '6qFxz6UtYnStlnIiXbhJYg']",1943-11-30,0.5479999999999999,0.0691,10,-18.506,1,0.14800000000000002,0.9940000000000001,0.938,0.115,0.618,69.307,4
202928,0FVrhK5jVdT0yafbPiMQtK,Sting Ray,11,114240,0,['The Rip Chords'],['0WnxcAN2X6IKcdaZpi5X1K'],1962,0.563,0.509,7,-9.905,1,0.0465,0.619,0.0,0.21,0.9440000000000001,126.73299999999999,4
53681,4KOjtG3BcHOJbfuGARHPcT,Bliss,53,299853,0,"[""Th' Dudes""]",['1xGTzTskpMWOWFZUjSm7Ch'],1980-05-01,0.446,0.614,6,-9.82,0,0.0379,0.203,0.0115,0.361,0.779,132.05,4
113549,4cjk95DiMb2Ypg2ucp6p0v,Asine,34,281360,0,"['Kelly Khumalo', 'NVL']","['2MhYuOM0iHfOwQ0HeLa0no', '4PI7ZwQq0aLX9Lqrc80ZbB']",2014-01-01,0.564,0.603,0,-7.987,1,0.0341,0.537,2.99e-05,0.22899999999999998,0.374,84.00200000000001,4
29917,15MFLe1aAKpqwZj5GBdV7V,No Good Man,23,197373,0,['Billie Holiday'],['1YzCsTRb22dQkh9lghPIrp'],1956-01-01,0.462,0.11900000000000001,10,-14.337,0,0.0403,0.9640000000000001,0.0,0.19699999999999998,0.258,130.089,4
35297,7K5CKprjeXQTbe1tw4eAOh,That Old Black Magic,19,144707,0,['Bobby Rydell'],['4hJTgr1adnhIkhmD9jLzd6'],1961-01-01,0.475,0.831,8,-6.502000000000001,1,0.318,0.59,0.0,0.386,0.731,177.452,4
415862,0WaZXsRLb0dGS4Vgg57Yx3,補習班的門口高掛我的黑白照片,37,376119,0,['老王樂隊'],['4MRQK5pLyNbcOW493n55iT'],2017-09-28,0.57,0.522,0,-11.972999999999999,1,0.0397,0.136,0.0121,0.124,0.0909,116.055,4
205237,1eiAgTgJUxpIo7SbN6YJAg,Kapitel 13 - als Briefträger (Folge 012),28,57297,0,['Benjamin Blümchen'],['1l6d0RIxTL3JytlLGvWzYe'],1980,0.6409999999999999,0.125,11,-17.807000000000002,1,0.8029999999999999,0.546,0.0,0.14800000000000002,0.529,145.97799999999998,5
349051,0dFyXLFqZ22T1XWRKvgezS,Devuélveme a mi chica - Sufre mamón,27,316200,0,['David Summers'],['38DCnAQ5QAcMW9TSnsgYGt'],1998-08-03,0.387,0.93,11,-7.641,0,0.0732,0.0361,0.0007769999999999999,0.948,0.382,164.829,4
548501,4zED5QTFAhtchQ4wRE5Dni,松田の子守唄,18,171985,0,['サザンオールスターズ'],['79nkC8XZ5ohEVU0Xlf5Ael'],1982-12-05,0.461,0.312,0,-12.71,1,0.0251,0.655,0.0,0.0832,0.24600000000000002,80.442,4
230451,6g5yEjeSeYR3GerLfsLX8C,סתם שני אנשים,37,208947,0,['Roni Dalumi'],['5yjmxaLSoZEnkIWJRAmhQe'],2013-07-08,0.644,0.6759999999999999,11,-7.659,0,0.0365,0.428,0.0,0.11,0.364,102.96700000000001,4
405665,0DzGlIlND7HxXKART5Ksu3,Malam Ini Kita Punya,38,214197,0,['Bunkface'],['70B8WzgEFajrIE820yi08H'],2014-10-02,0.475,0.9740000000000001,2,-4.126,1,0.0833,0.00443,0.0,0.19899999999999998,0.682,165.979,4
269577,5bVuCYX90vq9I6nwdm8CaH,吶喊,8,119467,0,['雷有曜'],['4ZPme5s3QvGSpbD1MkE16m'],1986-01-01,0.43200000000000005,0.337,4,-14.495999999999999,0,0.0363,0.591,0.0102,0.109,0.503,81.268,4
128355,3q70UELjcd8j1NWj858bAM,All I Ever Wanted,43,254200,0,['Lenny Kravitz'],['5gznATMVO85ZcLTkE9ULU7'],1991-04-02,0.396,0.33299999999999996,7,-13.099,1,0.0372,0.371,1.0800000000000002e-05,0.166,0.22699999999999998,166.895,3
541352,59nyUQlmyWS0USwmPE5P7N,La Cenerentola / Act 1: Ah! se velata ancor...Sprezzo quei don che versa,4,419000,0,"['Gioachino Rossini', 'Teresa Berganza', 'Luigi Alva', 'Renato Capecchi', 'Margherita Guglielmi', 'Laura Zannini', 'Ugo Trama', 'London Symphony Orchestra', 'Claudio Abbado', 'Scottish Opera Chorus', 'Arthur Oldham']","['0roWUeP7Ac4yK4VN6L2gF4', '6myXAUJ8cAp5oSXId946SJ', '3VvEDwzCTkx6W7yeTR3rua', '16LkUonMXYtr6O6b1Cru9d', '5Imww7d9LPwrAOyba0Ya0W', '3nRPOz1UisGBV52u7zi1er', '17f4FPa0a2tg1zbCyA0iQE', '5yxyJsFanEAuwSM5kOuZKc', '6HclTVD03WSY6GUpN16BkP', '1CdqvF9hcWJjIVEIftH4HY', '1HZJQAEvIMNJ3ziz6fd61Y']",1972-01-01,0.396,0.159,10,-17.605,1,0.0764,0.988,0.00217,0.0732,0.207,145.384,4
112258,2GbePPrWWSRxcmW6QRSPae,Piece of My Heart,57,157267,0,['Erma Franklin'],['1CzJJJb6hnx84VNhgaJmFG'],2009-02-18,0.467,0.7829999999999999,8,-5.207000000000001,1,0.0528,0.139,0.0214,0.08,0.591,160.841,4
447557,4AWIzSKfkFMG5eM6m6OaT6,Layang - Layang,19,173440,0,['Koes Plus'],['01qO0VcjpvkpAyrnYuz4bu'],1994-05-25,0.732,0.505,0,-8.386000000000001,1,0.0242,0.5920000000000001,0.00861,0.079,0.721,102.602,4
583956,41aeGT8DO73TpGTLsYyxYV,Avundsjuka (feat. SAMI),39,221267,0,"['OIAM', 'SAMI']","['6ZcGLGVj85BeNBUMn23YMZ', '0GYJScAPulF6GTFYJOpHVr']",2014-11-07,0.617,0.887,5,-3.8480000000000003,0,0.245,0.0197,0.0,0.502,0.6970000000000001,93.641,4
392802,7lTpl5fLTrHZM7BsOYYpK2,Gli Amici - Remastered 2007,14,287213,0,['Francesco Guccini'],['5Pa0BjjSDSiWuak0O1PbHL'],1983,0.624,0.514,0,-7.044,1,0.0351,0.593,2.75e-06,0.138,0.391,125.977,3
407251,3YiCEOUHbtG7bcIXWpZDDl,雞尾酒,21,139747,0,['湯蘭花'],['409jn1JWl00pCU0IxDhGTq'],1969-07-11,0.474,0.0222,5,-28.044,0,0.0393,0.894,0.0,0.0452,0.508,112.329,4
252278,3DuUFPG8KngZ4Sg5by06qK,Soñadora Del Carnaval,22,185440,0,['Soledad'],['0K59Fm1y7s3j498ueS4qzY'],1998-10-18,0.596,0.792,9,-3.945,1,0.0443,0.207,0.00216,0.6990000000000001,0.10800000000000001,118.889,3
60442,254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,79,226653,0,['Fleetwood Mac'],['08GQAI4eElDnROBrJRGE0X'],1987-04-13,0.73,0.48700000000000004,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,4
444458,1gy8NCjQT9XVt5Kuns0LwR,King of the Road,51,253153,0,['The Rattling Kind'],['6jqdpyulIr00XwzjTybfwI'],2020-11-07,0.643,0.281,2,-16.898,0,0.0635,0.7759999999999999,3.96e-06,0.102,0.485,89.89,4
57203,2HWWCo3JcQa74DRPPciNTM,The Heart Of Rock And Roll,42,303800,1,['Huey Lewis & The News'],['7A9yZMTrFZcgEWAX2kBfK6'],1983,0.5920000000000001,0.654,10,-12.714,1,0.0378,0.0297,0.000154,0.201,0.9620000000000001,143.29399999999998,4
495793,2AP8bCzT2flU2td0oTjZqf,02 - schmieden neue Pläne - Teil 32,26,49467,0,['Hanni und Nanni'],['3iiABQlNuezpR3DcrlyPoA'],1986-04-02,0.726,0.406,1,-13.479000000000001,1,0.802,0.478,9.45e-06,0.325,0.8490000000000001,96.18700000000001,5
582079,7bWUp8bopOEhEIuGgPLY5Z,Skoterled / Country Road,33,233787,0,['Pistvakt'],['4YYD7uQHp8hN2qp3ALyJny'],2001-09-24,0.716,0.434,3,-9.025,1,0.41700000000000004,0.41100000000000003,2.3899999999999998e-05,0.19699999999999998,0.23399999999999999,81.961,4
157824,48FKolioYhQxfkwXS55CC4,Ella,50,243879,0,"['Kafu Banton', 'Almirante']","['5RLb16s3zfrdWdRF0l7xij', '5mAHxelC3fjWyFkBH13fMt']",2017-12-12,0.642,0.583,8,-5.56,1,0.10800000000000001,0.245,0.0,0.0898,0.87,83.729,4
296199,55SbKfrLVFmc1Q6DaK2dQV,Till,3,179960,0,['Percy Faith & His Orchestra'],['24DQLSng7bKZD4GXLIaQbv'],1953,0.12300000000000001,0.29,7,-12.487,1,0.032,0.925,0.13699999999999998,0.354,0.27899999999999997,80.07600000000001,4
455867,6xT4IlszcN5bCKlBydmJA8,Lights and Shadows,47,180114,0,['OG3NE'],['1SiCF4gVjnR5iAIwk1nkXo'],2016-09-30,0.408,0.728,6,-5.186,1,0.0775,0.225,0.0,0.141,0.51,128.251,5
329522,7mdKBDWb41Cgt9r2hP79DV,Kapitel 08 - Die Wildpferde - Teil 1 (Folge 013),35,94130,0,['Bibi und Tina'],['2x8vG4f0HYXzMEo3xNsoiI'],1992,0.675,0.366,5,-16.75,0,0.9390000000000001,0.539,0.0,0.369,0.541,97.556,4
126641,4yND0gfKnrscti9Ux8vv9E,You Ask Me To,36,152000,0,['Waylon Jennings'],['7wCjDgV6nqBsHguQXPAaIM'],1973-07-01,0.581,0.41,0,-14.698,1,0.0286,0.447,0.284,0.163,0.836,98.375,4
6907,3snoj9ko9E2qLyTPV93v7c,Red Devil,0,177639,0,['Blue Rhythm Boys'],['66TcTywC3RJ71y5uQhDsY6'],1931-01-01,0.81,0.47600000000000003,0,-8.256,1,0.128,0.956,0.846,0.244,0.9309999999999999,107.87899999999999,4
429886,33Vie3ycAK0HKF4fhLuILu,Nega Dina (Remastered),17,166093,0,['Emílio Santiago'],['6quVEYAfHqHwpp8JujXBHt'],1975-05-03,0.7,0.804,2,-7.734,0,0.079,0.22399999999999998,1.23e-05,0.139,0.963,88.196,4
385503,5rPRDq0hcHASneJxdAx94h,Местные,32,184133,1,['Sektor Gaza'],['4W4XLF8i9cHVqwASg8Kqv6'],1997-01-01,0.59,0.941,2,-9.165,1,0.0477,0.25,4e-06,0.0764,0.96,117.59899999999999,4
270867,4w6jQDJQcn590ffNs36611,"Lieder ohne Worte (Songs without Words), Book 8, Op. 102: No. 45 in C Major, Op. 102, No. 3",18,97907,0,"['Felix Mendelssohn', 'John Russo', 'Péter Nagy']","['6MF58APd3YV72Ln2eVg710', '3XJMhsoImHl30VdOqLf3gu', '4Hv8naKkLxWrfxkRMPz5bM']",1990-03-15,0.414,0.376,0,-25.872,1,0.107,0.996,0.948,0.125,0.327,187.299,4
322619,2GXnvifooVkdvapTF2iqvJ,Lately,13,235590,0,['Jón Jónsson'],['2mgonCuv2QEZZbPOatCbyu'],2011-01-01,0.623,0.6,2,-8.095,0,0.0417,0.44,5.97e-06,0.11900000000000001,0.629,150.08,4
